ingreso_laboral,consumo,OSIG,n_personas,ISR,IVA,Total aportacion,Estado
6158.7246,24223.354,Normativo,2494.0,444.44922,274.18219,718.63141,Guerrero
1303.3542,14576.346,Normativo,2494.0,58.270889,143.16742,201.43831,Guerrero
11249.771,22306.617,Normativo,1247.0,0.0,286.57776,286.57776,Guerrero
5821.4414,19889.529,Normativo,1859.0,403.27283,167.75485,571.02771,Guerrero
9496.4326,19688.551,Normativo,4057.0,896.64709,242.3389,1138.986,Guerrero
3575.4685,7862.4702,Normativo,620.0,213.62914,271.39413,485.02325,Guerrero
803.82404,22057.926,Normativo,1859.0,24.114975,126.22322,150.3382,Guerrero
12336.925,18060.279,Normativo,2593.0,1518.3179,302.32437,1820.6422,Guerrero
10447.926,25224.209,Normativo,4321.0,1086.0477,235.87985,1321.9276,Guerrero
6260.0825,18956.539,Normativo,3961.0,456.82327,233.9691,690.79236,Guerrero
10002.794,18693.377,Normativo,2376.0,993.09686,211.8251,1204.922,Guerrero
2455.416,19875.854,Normativo,2111.0,137.04434,178.25558,315.29993,Guerrero
8850.9482,19485.363,Normativo,3518.0,773.69769,166.28036,939.97803,Guerrero
13722.99,19808.205,Normativo,2111.0,1894.7976,502.51849,2397.3162,Guerrero
1947.2117,12064.671,Normativo,645.0,102.29532,651.31934,753.61462,Guerrero
17778.037,26408.215,Normativo,1290.0,2996.2192,514.11414,3510.3335,Guerrero
4992.1689,15380.216,Normativo,2823.0,310.49756,184.51346,495.01102,Guerrero
1038.0807,11470.373,Normativo,2117.0,0.0,290.99405,290.99405,Guerrero
3213.1895,8923.0176,Normativo,1412.0,188.85794,308.00183,496.85977,Guerrero
1780.5012,19089.07,Normativo,2823.0,90.896324,215.90707,306.80341,Guerrero
7715.8682,21496.607,Normativo,2206.0,634.54932,307.57819,942.1275,Guerrero
4748.7007,17205.918,Normativo,1471.0,293.85013,593.90857,887.75867,Guerrero
7422.6748,11297.712,Normativo,662.0,598.75555,609.91406,1208.6697,Guerrero
6803.019,10495.346,Normativo,1444.0,0.0,266.50879,266.50879,Guerrero
2725.2686,6125.0469,Normativo,722.0,0.0,330.66455,330.66455,Guerrero
4152.8247,8710.708,Normativo,1323.0,0.0,169.5797,169.5797,Guerrero
1487.4725,12938.166,Normativo,1985.0,0.0,146.6097,146.6097,Guerrero
6971.228,13344.366,Normativo,2098.0,0.0,190.93422,190.93422,Guerrero
4025.6902,11239.115,bisexual,1923.0,0.0,160.81181,160.81181,Guerrero
6750.3804,13842.605,Normativo,1282.0,516.68011,198.52953,715.20966,Guerrero
5855.043,9017.7568,Normativo,1012.0,0.0,486.8291,486.8291,Guerrero
11143.892,37396.121,Normativo,2025.0,1237.9935,553.27234,1791.2659,Guerrero
17503.137,25118.217,Normativo,2209.0,2921.5515,531.35718,3452.9087,Guerrero
8415.5264,18373.152,gay,1585.0,719.96545,357.68805,1077.6536,Guerrero
8490.3223,11727.462,Normativo,1585.0,0.0,236.0605,236.0605,Guerrero
1001.275,6690.3242,Normativo,726.0,37.615898,361.18164,398.79755,Guerrero
1556.8899,14624.814,Normativo,2905.0,75.606659,143.55096,219.15762,Guerrero
1726.5496,14135.893,Normativo,1105.0,87.207314,275.1973,362.4046,Guerrero
14420.744,20372.281,Normativo,603.0,2084.3198,1099.8105,3184.1304,Guerrero
1733.839,6955.187,Normativo,1105.0,0.0,135.40344,135.40344,Guerrero
1065.3787,8256.6836,Normativo,1105.0,0.0,160.74078,160.74078,Guerrero
1253.8169,8678.5088,Normativo,1045.0,54.88372,299.5618,354.44553,Guerrero
13407.449,15802.093,Normativo,570.0,1809.0911,853.08594,2662.177,Guerrero
7267.8936,27055.275,Normativo,1710.0,579.85944,417.31305,997.17249,Guerrero
5608.3096,10551.354,Normativo,522.0,377.25314,444.66986,821.92297,Guerrero
9143.5576,11843.731,Normativo,1387.0,829.4328,273.36108,1102.7939,Guerrero
1546.8878,7176.5703,Normativo,636.0,74.92276,387.43164,462.3544,Guerrero
1388.9293,16072.324,Normativo,2543.0,0.0,322.31604,322.31604,Guerrero
2171.0237,7721.3247,Normativo,694.0,117.59872,416.84082,534.43951,Guerrero
5160.4688,12931.847,Normativo,3179.0,322.57959,225.05925,547.63885,Guerrero
10615.128,25100.912,Normativo,2799.0,1122.5519,214.50201,1337.054,Guerrero
1659.3132,13724.926,Normativo,1400.0,82.609962,473.75269,556.36267,Guerrero
5053.8994,16896.398,Normativo,1400.0,0.0,196.58386,196.58386,Guerrero
2362.8376,10264.679,Normativo,2291.0,130.7142,300.34988,431.06409,Guerrero
2185.4043,13245.241,Normativo,1400.0,118.582,257.85788,376.43988,Guerrero
1612.4719,12661.589,Normativo,1035.0,0.0,152.31876,152.31876,Guerrero
8558.8164,13699.674,Normativo,1129.0,737.45862,242.80563,980.26428,Guerrero
5192.5767,17666.197,Normativo,2071.0,0.0,199.81371,199.81371,Guerrero
8564.0293,10999.184,Normativo,1129.0,738.09509,249.4949,987.58997,Guerrero
11983.339,22828.127,Normativo,2071.0,1422.2778,231.38094,1653.6588,Guerrero
14858.94,17743.91,Normativo,1126.0,2203.3416,612.47827,2815.8198,Guerrero
1794.5266,15231.122,Normativo,1126.0,91.855324,306.58527,398.44058,Guerrero
1589.9131,12983.048,Normativo,2816.0,77.864655,121.4087,199.27335,Guerrero
11823.763,17307.377,Normativo,1126.0,1386.4254,597.41022,1983.8357,Guerrero
2670.3062,14245.327,Normativo,1921.0,151.7377,170.89844,322.63614,Guerrero
7982.9058,18667.156,Normativo,3201.0,667.15002,122.99836,790.14838,Guerrero
10917.811,13968.76,Normativo,587.0,0.0,754.1123,754.1123,Guerrero
5129.6997,13720.803,Normativo,2347.0,319.90137,124.93116,444.83252,Guerrero
5557.4282,23277.133,Normativo,3521.0,371.04141,150.09314,521.13452,Guerrero
3660.1963,9837.4004,T+,1189.0,0.0,141.08717,141.08717,Guerrero
5196.3447,16498.676,Normativo,1784.0,326.95941,169.54099,496.5004,Guerrero
2281.6187,13125.982,Normativo,1189.0,125.16076,295.5022,420.66296,Guerrero
5592.1611,22375.533,Lesbiana,4757.0,0.0,124.2999,124.2999,Guerrero
9156.2617,11151.443,Normativo,1398.0,831.85266,320.90488,1152.7576,Guerrero
7951.5732,10925.659,Normativo,1398.0,0.0,299.10199,299.10199,Guerrero
11472.741,13345.0,Normativo,641.0,1309.7891,720.43848,2030.2275,Guerrero
5258.0034,12054.269,Normativo,1282.0,334.48688,234.67226,569.15912,Guerrero
1917.3928,7459.8359,Normativo,1439.0,100.25643,145.22787,245.48431,Guerrero
5253.6245,10364.994,Normativo,1439.0,333.95227,357.77527,691.72754,Guerrero
6724.0366,13303.782,Normativo,3140.0,513.46399,261.26334,774.72729,Guerrero
11867.241,18425.709,Normativo,3140.0,1395.9177,441.11957,1837.0374,Guerrero
7830.3726,13525.475,Normativo,1570.0,648.52832,173.76476,822.29309,Guerrero
6043.7324,16484.342,Normativo,3241.0,430.41071,330.57874,760.98944,Guerrero
2355.0251,7222.4028,Normativo,810.0,0.0,389.90625,389.90625,Guerrero
2393.2915,14364.401,Normativo,743.0,132.79651,775.47168,908.26819,Guerrero
4960.4561,7987.6499,Normativo,743.0,0.0,431.21826,431.21826,Guerrero
1368.6073,12333.169,Normativo,1201.0,62.732639,176.88147,239.61411,Guerrero
5195.5596,9842.6729,Normativo,1201.0,326.86356,339.74634,666.60986,Guerrero
14258.526,24789.945,Normativo,1310.0,2040.2585,650.29193,2690.5505,Guerrero
8744.5371,33464.727,Normativo,2414.0,760.1319,567.0481,1327.1799,Guerrero
2784.7004,26407.516,Normativo,3318.0,159.55952,306.65662,466.21613,Guerrero
3380.4993,30225.711,Normativo,1322.0,200.29791,588.43298,788.7309,Guerrero
14201.896,23264.439,Normativo,2164.0,2024.8766,514.73169,2539.6084,Guerrero
18948.137,29911.51,Normativo,661.0,0.0,1614.793,1614.793,Guerrero
20628.203,27343.15,Normativo,598.0,3770.374,1476.1367,5246.5107,Guerrero
9761.791,22036.844,Normativo,1196.0,947.19153,429.01282,1376.2043,Guerrero
12089.938,22792.166,Normativo,1304.0,1451.2321,786.73224,2237.9644,Guerrero
1334.4255,15575.153,Normativo,1793.0,60.395424,161.6329,222.02832,Guerrero
3850.7205,14781.975,Normativo,1304.0,232.4498,375.89008,608.33984,Guerrero
2920.3508,26824.428,Normativo,1319.0,0.0,925.91736,925.91736,Guerrero
6905.1372,25183.695,Normativo,1319.0,535.57324,388.83929,924.41254,Guerrero
6996.2344,15223.761,Normativo,574.0,0.0,821.86426,821.86426,Guerrero
14480.183,12886.73,Normativo,574.0,2100.4644,695.69824,2796.1626,Guerrero
10282.829,36558.164,Normativo,4128.0,1050.0033,311.97311,1361.9764,Guerrero
18518.5,30362.684,Normativo,1802.0,3197.3418,626.34637,3823.6882,Guerrero
2731.147,7802.2378,Normativo,901.0,0.0,421.20898,421.20898,Guerrero
5550.751,12326.823,Normativo,2702.0,0.0,176.37502,176.37502,Guerrero
3408.5715,20475.777,Normativo,1442.0,202.21739,210.481,412.69839,Guerrero
1671.7114,12721.181,Normativo,2163.0,83.457703,182.01741,265.4751,Guerrero
4310.3608,8607.957,Normativo,1573.0,0.0,247.71112,247.71112,Guerrero
5450.688,8517.4824,Normativo,2163.0,358.01028,216.08167,574.09192,Guerrero
6000.8237,10326.603,T+,2360.0,0.0,119.91739,119.91739,Guerrero
5560.2627,8655.2422,Normativo,1372.0,371.38745,298.75882,670.14624,Guerrero
1625.9094,9938.751,Normativo,629.0,80.325943,536.5498,616.87573,Guerrero
5156.5732,9295.252,Normativo,1372.0,0.0,180.95981,180.95981,Guerrero
3809.3623,6599.5742,Normativo,629.0,229.62189,356.28223,585.90411,Guerrero
4837.5225,7774.8115,Normativo,329.0,299.92343,419.72803,719.65149,Guerrero
4181.4194,13679.867,Normativo,658.0,0.0,472.19733,472.19733,Guerrero
2224.8447,12705.009,Normativo,987.0,0.0,181.78603,181.78603,Guerrero
2560.281,12397.784,Normativo,329.0,144.2146,669.30273,813.51733,Guerrero
10140.733,13969.144,Normativo,1077.0,0.0,382.03284,382.03284,Guerrero
5466.813,25801.008,Normativo,833.0,359.97888,343.95227,703.93115,Guerrero
6046.3345,14790.689,Normativo,833.0,430.72836,197.17415,627.90253,Guerrero
1360.4686,15816.837,bisexual,1250.0,0.0,130.04921,130.04921,Guerrero
6277.5347,11097.218,T+,417.0,0.0,384.2789,384.2789,Guerrero
14232.445,24008.186,gay,2598.0,2033.1744,271.54498,2304.7195,Guerrero
12320.812,29823.207,otro,1949.0,1513.9413,426.71725,1940.6586,Guerrero
1639.2491,6036.1548,Normativo,595.0,81.23806,325.86572,407.10379,Guerrero
3856.0298,7097.2114,Normativo,595.0,0.0,383.14746,383.14746,Guerrero
2708.7588,12665.602,gay,1949.0,0.0,181.22231,181.22231,Guerrero
7692.6299,14234.33,Normativo,1191.0,0.0,373.39612,373.39612,Guerrero
9722.5215,12536.602,Normativo,614.0,939.71167,676.79688,1616.5085,Guerrero
4515.4478,17319.873,Normativo,2814.0,0.0,122.1293,122.1293,Guerrero
5984.2017,35486.906,Normativo,563.0,423.14301,1915.7852,2338.9282,Guerrero
2038.3262,9244.6416,Normativo,1228.0,108.52538,179.97447,288.49985,Guerrero
12549.145,25153.844,Normativo,1689.0,1575.9604,359.90707,1935.8676,Guerrero
8935.4297,15573.63,Normativo,3170.0,789.78943,320.89807,1110.6875,Guerrero
1546.3083,6891.9404,Normativo,793.0,0.0,372.06592,372.06592,Guerrero
4804.3457,8552.9395,Normativo,1585.0,297.65494,224.36143,522.01636,Guerrero
2614.4824,10355.965,Normativo,1453.0,147.92068,153.21541,301.13611,Guerrero
1206.6903,7934.7876,Normativo,1453.0,51.661388,273.8905,325.55188,Guerrero
3361.9812,12129.938,Normativo,1538.0,199.03172,276.30496,475.33667,Guerrero
2585.4272,12360.504,Normativo,2115.0,145.93401,273.47952,419.41351,Guerrero
3796.0681,12844.187,Normativo,2820.0,0.0,126.15431,126.15431,Guerrero
3919.8518,12201.591,Normativo,3526.0,0.0,112.13793,112.13793,Guerrero
9318.3398,13735.698,Normativo,2308.0,862.72467,300.45798,1163.1826,Guerrero
6463.4717,26975.289,Normativo,1241.0,481.65356,359.60663,841.26019,Guerrero
1256.7623,7863.9556,Normativo,1862.0,0.0,112.5192,112.5192,Guerrero
4619.8545,7512.8203,Normativo,621.0,285.04013,405.58447,690.62463,Guerrero
8761.9551,16386.119,Normativo,2031.0,762.2583,267.17465,1029.433,Guerrero
7299.4995,10905.802,Normativo,1967.0,583.71802,276.67145,860.38947,Guerrero
4962.0586,12096.512,Normativo,1202.0,0.0,178.96671,178.96671,Guerrero
7266.9165,14106.016,Normativo,601.0,0.0,251.99287,251.99287,Guerrero
1624.548,14336.367,Normativo,1803.0,0.0,121.72681,121.72681,Guerrero
10683.073,38922.738,Normativo,1803.0,1137.386,451.98932,1589.3752,Guerrero
6005.9346,13471.872,Normativo,1134.0,0.0,465.01794,465.01794,Guerrero
7108.2275,12649.65,Normativo,2269.0,560.367,118.47286,678.83984,Guerrero
1964.9399,10316.65,Normativo,1040.0,103.50751,124.10923,227.61674,Guerrero
4561.3242,14764.823,Normativo,1560.0,0.0,141.32603,141.32603,Guerrero
1811.1073,15118.274,Normativo,3065.0,92.989037,141.37587,234.3649,Guerrero
4910.2813,9842.2588,Normativo,613.0,304.89841,215.90443,520.80286,Guerrero
3939.6226,6503.1079,Normativo,669.0,238.52858,351.07471,589.60327,Guerrero
3199.2126,17046.104,Normativo,1839.0,187.90225,432.44601,620.34827,Guerrero
1920.5819,11930.829,Normativo,3145.0,100.47449,96.871704,197.34619,Guerrero
16218.882,26256.861,Normativo,2745.0,2572.7253,558.5083,3131.2336,Guerrero
3154.2002,9913.6221,T+,1887.0,0.0,251.50064,251.50064,Guerrero
6869.8774,13526.726,Normativo,1372.0,531.26862,263.33789,794.60651,Guerrero
1747.2003,5972.1187,T+,686.0,0.0,322.40869,322.40869,Guerrero
1207.5129,12566.723,Normativo,1764.0,51.71764,137.63687,189.35451,Guerrero
3674.9678,18538.848,Normativo,1176.0,220.43251,228.71527,449.14777,Guerrero
4282.562,8890.041,otro,1925.0,261.97742,127.20071,389.17813,Guerrero
3129.791,7600.9458,Normativo,1764.0,183.15547,108.756,291.91147,Guerrero
2360.095,14038.511,Normativo,2352.0,0.0,157.09047,157.09047,Guerrero
4533.6523,8022.7041,Normativo,729.0,279.146,433.11084,712.25684,Guerrero
5338.1221,10220.752,Normativo,1458.0,344.26794,352.79633,697.06427,Guerrero
11928.087,15236.372,Normativo,1458.0,1409.2018,525.92389,1935.1257,Guerrero
1877.8776,9085.9082,Normativo,1337.0,97.554535,176.88425,274.43878,Guerrero
1984.4144,8724.9375,Normativo,1337.0,104.8391,301.16464,406.00375,Guerrero
6374.0864,14328.253,Normativo,2068.0,470.74115,205.01176,675.75293,Guerrero
4908.9741,10824.052,T+,3008.0,0.0,188.37645,188.37645,Guerrero
1492.1423,9296.7119,Normativo,689.0,71.179482,501.88867,573.06818,Guerrero
2160.7126,4578.1611,Normativo,689.0,0.0,247.15479,247.15479,Guerrero
4736.5942,13256.019,Normativo,1886.0,293.02237,189.67012,482.6925,Guerrero
595.86627,10536.282,Normativo,1372.0,0.0,98.111534,98.111534,Guerrero
1593.4998,11634.547,Normativo,1257.0,0.0,139.853,139.853,Guerrero
5219.5708,19535.238,bisexual,4116.0,0.0,175.82246,175.82246,Guerrero
874.49042,10193.255,Normativo,613.0,28.946865,550.28906,579.2359,Guerrero
10824.587,22068.182,Normativo,3343.0,1168.2817,365.89841,1534.1802,Guerrero
7020.937,16032.474,Normativo,3336.0,549.71039,236.09477,785.80518,Guerrero
4781.6953,8631.5547,Normativo,1529.0,296.10617,123.50221,419.6084,Guerrero
2233.6157,14508.451,Normativo,1668.0,121.87851,162.68069,284.5592,Guerrero
1568.8286,7345.0918,Normativo,1019.0,76.422981,142.99394,219.41693,Guerrero
4350.0654,15543.982,Normativo,2224.0,266.59305,222.46881,489.06186,Guerrero
1774.8029,10648.963,Normativo,2606.0,0.0,92.428413,92.428413,Guerrero
6182.4492,18638.41,Normativo,3258.0,447.34558,277.57434,724.91992,Guerrero
5308.0571,7052.1685,Normativo,711.0,340.59756,380.71582,721.31335,Guerrero
2214.8398,10694.32,Normativo,443.0,120.59469,577.33984,697.93451,Guerrero
2666.1321,9507.3086,Normativo,968.0,151.45229,328.16995,479.62225,Guerrero
9666.5645,17134.877,Normativo,1935.0,0.0,343.62448,343.62448,Guerrero
3713.3223,13540.463,Normativo,1451.0,0.0,89.759209,89.759209,Guerrero
6955.6289,11539.05,Normativo,1451.0,541.73737,177.98383,719.72119,Guerrero
12844.824,17745.744,Normativo,1396.0,1656.2722,345.47366,2001.7458,Guerrero
3461.001,10539.323,Normativo,1396.0,205.80231,205.1794,410.98169,Guerrero
3821.8628,14507.819,Normativo,3047.0,0.0,164.09087,164.09087,Guerrero
12077.014,20702.658,Normativo,1396.0,0.0,336.00885,336.00885,Guerrero
2268.1848,10479.486,Normativo,2192.0,124.2422,103.02828,227.27048,Guerrero
1204.172,5741.4512,Normativo,731.0,51.489197,309.95605,361.44525,Guerrero
3082.8455,18183.4,Normativo,731.0,179.94551,524.66199,704.60748,Guerrero
6723.2583,9397.5557,Normativo,767.0,513.36896,507.33301,1020.702,Guerrero
6100.1685,8533.708,Normativo,703.0,437.30054,460.69775,897.99829,Guerrero
10081.573,15571.394,Normativo,1534.0,1008.1024,353.20667,1361.3091,Guerrero
7669.1333,11372.909,Normativo,1408.0,628.84387,262.49408,891.33795,Guerrero
3301.6448,13986.834,Normativo,2113.0,194.90616,125.44005,320.34619,Guerrero
4644.0186,12799.447,Normativo,1936.0,0.0,183.13736,183.13736,Guerrero
6949.9165,11091.184,Normativo,2817.0,0.0,125.44698,125.44698,Guerrero
3377.6294,11479.342,Normativo,1094.0,200.10168,222.92076,423.02246,Guerrero
6654.6338,12587.196,Normativo,1791.0,0.0,207.72574,207.72574,Guerrero
1610.1459,11131.252,Normativo,1094.0,0.0,111.96671,111.96671,Guerrero
2305.4526,6989.7495,Normativo,547.0,126.79044,377.34619,504.13663,Guerrero
3640.0317,12754.501,Normativo,2016.0,0.0,101.55015,101.55015,Guerrero
5576.4912,8148.9419,Normativo,1344.0,373.36868,281.28247,654.65112,Guerrero
1197.47,13972.629,Normativo,616.0,51.030941,754.32129,805.35223,Guerrero
20062.576,26751.42,Normativo,712.0,3616.7402,926.35876,4543.0991,Guerrero
1779.252,11971.641,Normativo,1424.0,90.810898,233.06358,323.87448,Guerrero
3613.1614,21169.813,Normativo,2136.0,216.20644,226.32584,442.53229,Guerrero
5086.6978,16516.277,Normativo,1553.0,316.96106,570.10333,887.06439,Guerrero
2099.3584,19317.455,Normativo,2848.0,0.0,202.60971,202.60971,Guerrero
1048.6871,11082.493,Normativo,2596.0,40.857754,108.78107,149.63882,Guerrero
3166.5195,12925.097,Normativo,1699.0,185.66682,100.88234,286.54916,Guerrero
8181.5303,16644.971,Normativo,1229.0,691.39856,436.63257,1128.0311,Guerrero
1526.5221,13218.027,Normativo,1127.0,0.0,214.53165,214.53165,Guerrero
14893.515,28055.164,Normativo,1229.0,2212.7324,807.34338,3020.0757,Guerrero
7308.4717,10429.714,Normativo,1229.0,584.81335,203.0453,787.85864,Guerrero
14771.813,22187.0,Normativo,1229.0,2179.676,444.94031,2624.6162,Guerrero
3862.3843,29319.707,Normativo,2161.0,233.24733,340.4744,573.72174,Guerrero
5189.9688,16068.464,Normativo,1441.0,0.0,217.15547,217.15547,Guerrero
8564.7842,9180.8359,Normativo,786.0,738.18726,495.63379,1233.821,Guerrero
5841.6343,9687.9219,Normativo,1545.0,405.73804,214.78799,620.526,Guerrero
9842.3066,15961.098,Normativo,3089.0,962.52783,320.08542,1282.6133,Guerrero
13709.166,17475.193,Normativo,772.0,1891.0426,943.41016,2834.4526,Guerrero
6636.3716,9472.4463,Normativo,1359.0,0.0,326.96674,326.96674,Guerrero
634.00684,12843.01,bisexual,1245.0,0.0,152.09052,152.09052,Guerrero
12492.522,15631.94,Normativo,473.0,1560.5809,843.90039,2404.4814,Guerrero
5158.1401,8669.584,Normativo,945.0,0.0,227.42139,227.42139,Guerrero
4287.1743,9388.7197,Normativo,866.0,262.29279,144.963,407.2558,Guerrero
5600.1885,8190.9551,Normativo,433.0,0.0,442.19385,442.19385,Guerrero
1177.4572,18329.816,Normativo,1733.0,0.0,188.04057,188.04057,Guerrero
6334.4102,12187.016,Normativo,1385.0,465.8974,361.49661,827.39404,Guerrero
2329.8484,7006.7437,Normativo,1269.0,0.0,136.4071,136.4071,Guerrero
1299.2585,7247.4941,Normativo,1269.0,57.990845,250.16672,308.15756,Guerrero
5226.3301,34930.277,Normativo,2538.0,330.62012,700.49567,1031.1157,Guerrero
2651.5337,9966.6768,Normativo,2769.0,150.4541,199.87282,350.3269,Guerrero
8255.708,13903.521,Normativo,3034.0,700.45435,175.72986,876.1842,Guerrero
2909.5586,13844.947,Normativo,2086.0,168.09685,156.88492,324.98175,Guerrero
11703.452,16844.512,Normativo,1391.0,1360.1587,644.93781,2005.0964,Guerrero
6988.6592,15624.014,Normativo,3034.0,0.0,313.32565,313.32565,Guerrero
3300.1907,12618.713,T+,2307.0,0.0,68.692596,68.692596,Guerrero
2653.0269,30809.664,Normativo,2115.0,150.5562,389.41034,539.96655,Guerrero
975.40887,7349.8135,Normativo,2115.0,35.847275,156.33754,192.18481,Guerrero
4633.7627,13205.917,Normativo,1057.0,285.99115,203.90079,489.89194,Guerrero
2360.3269,6901.9312,Normativo,1057.0,130.54253,238.23848,368.78101,Guerrero
3244.4924,9206.2275,Normativo,3539.0,0.0,80.288261,80.288261,Guerrero
4755.0918,12417.639,Normativo,1622.0,0.0,249.30235,249.30235,Guerrero
5137.4243,15983.931,Normativo,2654.0,320.4295,405.49966,725.9292,Guerrero
6914.5479,19572.693,Normativo,7077.0,0.0,108.78925,108.78925,Guerrero
1623.559,9590.4277,Normativo,1032.0,80.16523,202.87819,283.04343,Guerrero
1125.4523,9089.209,Normativo,1032.0,46.106651,109.34303,155.44968,Guerrero
5659.6992,10747.302,Normativo,1548.0,383.52692,191.48521,575.01215,Guerrero
1375.936,9063.2051,Normativo,1548.0,63.233749,139.7952,203.02895,Guerrero
4896.0923,9704.29,Normativo,1548.0,0.0,265.39645,265.39645,Guerrero
5902.9492,10910.219,Normativo,1720.0,413.22351,180.05054,593.27405,Guerrero
1730.6433,14278.491,Normativo,1720.0,87.487228,204.29999,291.78723,Guerrero
6444.0,9095.3076,Normativo,1147.0,479.2764,199.1142,678.39063,Guerrero
7642.1426,9850.7041,Normativo,1147.0,0.0,340.02359,340.02359,Guerrero
3161.6223,11220.533,Normativo,1051.0,185.33197,140.30469,325.63666,Guerrero
5117.3857,13066.533,T+,1204.0,0.0,167.86861,167.86861,Guerrero
6611.8281,11363.271,Normativo,3283.0,0.0,228.04948,228.04948,Guerrero
5246.9604,7542.4795,Normativo,657.0,0.0,407.18555,407.18555,Guerrero
5457.4438,18034.676,Normativo,1204.0,358.83508,292.70676,651.54187,Guerrero
4681.5195,7826.7588,Normativo,1204.0,0.0,299.66858,299.66858,Guerrero
1619.8641,13651.969,Normativo,663.0,79.912598,140.05191,219.96451,Guerrero
4796.4331,18456.918,Normativo,4642.0,297.11389,122.97029,420.08417,Guerrero
3430.0242,20993.621,Normativo,4341.0,203.68423,243.20891,446.89313,Guerrero
14320.994,21003.396,Normativo,1447.0,0.0,614.57062,614.57062,Guerrero
3416.583,13579.636,Normativo,5464.0,202.76518,108.23861,311.00378,Guerrero
1966.2524,37198.566,Normativo,3974.0,103.59726,420.73468,524.33191,Guerrero
467.06659,12163.445,Normativo,3643.0,9.1432285,68.722168,77.865395,Guerrero
5686.4595,6783.1416,Normativo,993.0,386.79388,366.19238,752.98627,Guerrero
7472.2075,12665.3,bisexual,1337.0,604.80261,332.23718,937.03979,Guerrero
7949.5757,15861.529,Normativo,1337.0,663.08099,308.79178,971.8728,Guerrero
8197.8555,12795.067,Normativo,2005.0,0.0,324.90591,324.90591,Guerrero
7850.106,12935.484,Normativo,613.0,650.9375,281.35782,932.29529,Guerrero
3944.698,11193.892,Normativo,1508.0,0.0,264.58386,264.58386,Guerrero
4241.854,9123.3105,Normativo,1508.0,259.19397,177.61217,436.80615,Guerrero
2451.0713,25495.725,Normativo,6030.0,136.74727,235.72569,372.47296,Guerrero
6186.2471,16658.119,Normativo,1127.0,447.80927,205.5126,653.3219,Guerrero
2221.8135,29946.498,Normativo,2253.0,121.07152,338.71042,459.78192,Guerrero
4736.4326,12284.081,Normativo,1127.0,0.0,138.93929,138.93929,Guerrero
1392.1348,12845.453,Normativo,1127.0,64.341354,208.4845,272.82587,Guerrero
8393.1279,16354.557,Normativo,2253.0,717.23096,184.97841,902.20935,Guerrero
3602.2466,16109.306,Normativo,2506.0,215.46013,313.61533,529.07544,Guerrero
4808.3037,14227.633,Normativo,2297.0,297.92554,373.22055,671.14612,Guerrero
13909.852,21632.504,Normativo,3758.0,1945.5522,460.5062,2406.0583,Guerrero
527.11835,30059.449,Normativo,3744.0,10.318793,211.40518,221.72397,Guerrero
22201.695,23674.414,Normativo,1361.0,4197.7622,1278.0781,5475.8403,Guerrero
14703.667,26745.232,Normativo,2496.0,2161.1665,659.89917,2821.0657,Guerrero
19017.518,30006.496,Normativo,2723.0,3332.8838,1035.7544,4368.6382,Guerrero
13548.943,19309.799,Normativo,2414.0,1847.5233,422.72958,2270.2529,Guerrero
7857.6499,14462.058,Normativo,2213.0,651.8584,379.36984,1031.2283,Guerrero
8255.7207,32764.365,Normativo,3319.0,700.45593,468.79974,1169.2556,Guerrero
5079.6787,14427.276,Normativo,2843.0,316.48111,139.14493,455.62604,Guerrero
2194.217,31079.885,Normativo,2843.0,119.18458,352.1835,471.36807,Guerrero
1142.1669,9105.0732,Normativo,1895.0,47.249531,147.77731,195.02684,Guerrero
6831.2979,22523.357,Normativo,8270.0,526.55872,126.01778,652.57648,Guerrero
3508.3452,19760.607,Normativo,3101.0,209.03952,229.4695,438.50903,Guerrero
6844.0156,20858.58,Normativo,1533.0,0.0,257.54272,257.54272,Guerrero
20866.531,29292.717,Normativo,1672.0,0.0,589.62964,589.62964,Guerrero
7557.5962,17459.762,Normativo,3345.0,0.0,197.47881,197.47881,Guerrero
6259.0918,22360.547,Normativo,2508.0,456.70233,567.26898,1023.9713,Guerrero
5564.8374,12083.969,Normativo,2875.0,371.94595,273.87125,645.8172,Guerrero
4106.5117,24400.93,Normativo,2875.0,0.0,300.9144,300.9144,Guerrero
16634.473,24668.396,Normativo,2091.0,0.0,851.49634,851.49634,Guerrero
1722.3762,14065.725,gay,1916.0,86.921959,179.94626,266.86823,Guerrero
10562.136,30126.695,Normativo,4181.0,1110.9824,604.16351,1715.146,Guerrero
1459.2894,18637.035,Lesbiana,3376.0,68.933121,182.93324,251.86636,Guerrero
2984.3704,14443.143,Normativo,675.0,173.21219,779.72266,952.93481,Guerrero
12257.079,20986.014,Lesbiana,1350.0,0.0,724.38831,724.38831,Guerrero
6715.1304,21487.117,Normativo,6076.0,0.0,104.94671,104.94671,Guerrero
4488.7456,13392.752,Normativo,2759.0,276.07547,135.97244,412.04791,Guerrero
2386.5674,22228.566,gay,2759.0,132.33675,318.05133,450.38806,Guerrero
2484.2571,20319.795,bisexual,4334.0,139.01639,204.05501,343.07141,Guerrero
9701.6045,22352.961,Normativo,5417.0,935.72748,409.34134,1345.0688,Guerrero
9245.8389,12074.488,Normativo,2167.0,848.91498,235.06563,1083.9806,Guerrero
5286.7847,10183.77,Normativo,4728.0,0.0,216.61833,216.61833,Guerrero
17126.965,24488.975,Normativo,2364.0,2819.3765,642.39685,3461.7734,Guerrero
