ingreso_laboral,consumo,OSIG,n_personas,ISR,IVA,Total aportacion,Estado
1246.1844,6856.4907,Normativo,2645.0,0.0,133.48187,133.48187,Chiapas
6561.0479,10659.681,Normativo,6061.0,493.56592,226.74142,720.30737,Chiapas
4488.6836,8481.166,bisexual,1322.0,276.0712,457.86133,733.9325,Chiapas
1986.407,12522.075,Normativo,1322.0,0.0,367.39819,367.39819,Chiapas
1444.3351,9951.2793,Normativo,2645.0,67.910606,122.86934,190.77994,Chiapas
5969.0889,13862.265,Normativo,7577.0,421.29803,115.29005,536.58807,Chiapas
10103.768,13222.582,Normativo,3967.0,1012.33,335.44647,1347.7764,Chiapas
5942.3066,12901.514,Normativo,4546.0,418.02838,282.21072,700.23914,Chiapas
1659.87,11921.822,Normativo,7934.0,82.648033,168.48361,251.13165,Chiapas
7031.0796,12642.104,Normativo,7577.0,0.0,124.08949,124.08949,Chiapas
8388.374,15552.513,Normativo,4546.0,716.65063,222.52882,939.17944,Chiapas
1767.526,12863.595,Normativo,5290.0,0.0,130.38261,130.38261,Chiapas
1210.392,21521.477,Normativo,6061.0,0.0,130.36649,130.36649,Chiapas
4182.6387,11506.372,Normativo,4546.0,255.14507,116.82054,371.96561,Chiapas
1113.0164,6544.4937,Normativo,1383.0,45.256336,126.00164,171.25798,Chiapas
1220.2068,8169.4185,Normativo,1383.0,0.0,136.28902,136.28902,Chiapas
1508.2184,10231.74,Normativo,2766.0,72.278694,91.897675,164.17636,Chiapas
2491.6211,7895.0684,Normativo,4754.0,139.51991,176.92827,316.44818,Chiapas
2486.793,11941.307,bisexual,6338.0,139.18977,48.711807,187.90158,Chiapas
1678.536,10963.174,Normativo,2766.0,83.924339,84.959518,168.88385,Chiapas
1299.6426,8451.5117,Normativo,4148.0,0.0,26.88386,26.88386,Chiapas
8057.3154,9275.5137,Normativo,3169.0,0.0,228.8593,228.8593,Chiapas
1814.5452,8594.4043,Normativo,6914.0,0.0,25.345423,25.345423,Chiapas
1647.1633,9457.9951,Normativo,2766.0,81.779205,126.08405,207.86325,Chiapas
2309.5371,5914.0581,Normativo,3169.0,127.06972,204.13965,331.20935,Chiapas
1296.2507,7142.2871,Normativo,1383.0,57.785179,258.0864,315.87158,Chiapas
7135.5708,9293.3154,T+,3169.0,563.70514,176.47064,740.17578,Chiapas
2258.2813,6047.4907,Normativo,2766.0,123.56504,77.366951,200.93199,Chiapas
4713.7607,8015.2959,Normativo,3169.0,291.46112,115.853,407.31412,Chiapas
2439.2292,6480.019,Normativo,2766.0,135.93756,126.15285,262.09042,Chiapas
939.08051,7433.1406,Normativo,2766.0,33.363281,89.420563,122.78384,Chiapas
1524.4381,9038.1436,Normativo,5531.0,0.0,48.637188,48.637188,Chiapas
2870.0098,11538.486,Normativo,3704.0,165.39265,108.06613,273.4588,Chiapas
811.87024,6170.9771,Normativo,1852.0,24.665144,120.13634,144.80148,Chiapas
1060.1812,7576.8662,Normativo,3704.0,41.643669,85.69825,127.34192,Chiapas
3553.7888,7604.3149,Normativo,1852.0,212.14677,112.5051,324.65189,Chiapas
1345.6271,8897.6602,Normativo,1852.0,0.0,85.30069,85.30069,Chiapas
6150.8154,12856.38,Normativo,5305.0,443.48367,223.74583,667.22949,Chiapas
2305.4302,9102.6807,Normativo,4244.0,126.7889,89.348007,216.1369,Chiapas
6173.0117,9920.5625,Normativo,2122.0,446.19345,168.62984,614.8233,Chiapas
5031.6543,9303.0869,Normativo,2122.0,313.19739,187.26077,500.45816,Chiapas
1004.7803,8666.3467,Normativo,1852.0,37.855576,87.172821,125.0284,Chiapas
1588.0878,10936.158,gay,2778.0,0.0,73.570343,73.570343,Chiapas
1908.4872,6804.9199,Normativo,926.0,99.647491,213.58614,313.23364,Chiapas
1766.2192,8209.5693,Normativo,1852.0,89.919777,95.515511,185.43529,Chiapas
2808.5549,8185.4121,Normativo,3183.0,161.19061,150.61163,311.80225,Chiapas
3092.2021,7497.0464,Normativo,4244.0,180.5853,62.266602,242.8519,Chiapas
1911.8789,6812.978,Normativo,1852.0,99.87941,100.79739,200.67679,Chiapas
5002.2705,9466.6035,Normativo,3183.0,0.0,151.51514,151.51514,Chiapas
1589.3076,9015.9258,Lesbiana,3704.0,0.0,60.652443,60.652443,Chiapas
3122.2351,9038.6621,Normativo,4423.0,182.63882,216.58145,399.22028,Chiapas
1575.5249,6823.3433,T+,1286.0,76.880852,280.76431,357.64517,Chiapas
1031.4829,6983.6777,Normativo,3859.0,39.681396,107.71959,147.40099,Chiapas
3281.5117,6290.8965,Normativo,2948.0,193.52953,172.22017,365.74969,Chiapas
1916.9443,10459.604,Normativo,2573.0,100.22577,114.64121,214.86697,Chiapas
2584.6504,8894.1777,Normativo,4423.0,0.0,225.63824,225.63824,Chiapas
1590.6155,10342.841,Normativo,2573.0,77.912682,201.35422,279.26691,Chiapas
3803.385,6800.438,Normativo,2948.0,229.21318,195.69615,424.90933,Chiapas
2659.6406,9946.7646,bisexual,2948.0,151.00844,84.906593,235.91504,Chiapas
3305.9233,8928.3955,Lesbiana,5897.0,195.1987,180.86487,376.06357,Chiapas
1163.5073,9076.3291,Normativo,6432.0,48.70871,53.986141,102.69485,Chiapas
901.03424,9797.2549,Normativo,3859.0,30.761829,98.45079,129.21262,Chiapas
954.76538,5104.2793,Normativo,2573.0,34.435753,176.18773,210.62347,Chiapas
3138.5923,7483.1826,Normativo,2948.0,183.75726,121.06214,304.8194,Chiapas
1268.6984,7024.9937,Normativo,2573.0,55.901257,93.649933,149.55119,Chiapas
3015.3523,8884.2637,Normativo,2948.0,0.0,151.01482,151.01482,Chiapas
2453.3513,5801.2886,Normativo,2573.0,136.90317,112.93938,249.84256,Chiapas
1405.4399,9085.1367,Normativo,2573.0,65.251106,112.17489,177.42599,Chiapas
1588.5359,7042.7432,Normativo,2573.0,77.770485,243.09912,320.8696,Chiapas
1479.1429,7891.3413,Normativo,1286.0,70.290634,216.58315,286.87378,Chiapas
4619.1313,10836.589,Normativo,2869.0,284.99069,120.02604,405.01672,Chiapas
5092.7046,10015.264,Normativo,2192.0,317.37177,102.91728,420.28906,Chiapas
4452.6904,9630.5107,Normativo,956.0,0.0,282.55933,282.55933,Chiapas
5552.6108,8493.6631,Normativo,2192.0,370.45331,293.18167,663.63501,Chiapas
4057.2661,12458.355,Normativo,2869.0,246.57259,112.36101,358.93359,Chiapas
6330.8784,9830.3613,Normativo,3288.0,465.46622,220.75633,686.22253,Chiapas
4353.8584,8147.2036,Normativo,1913.0,266.85239,158.60951,425.46191,Chiapas
822.51636,6186.7305,Normativo,2869.0,0.0,88.521133,88.521133,Chiapas
4274.8286,12444.919,Normativo,3825.0,261.44864,149.29927,410.74792,Chiapas
4544.9819,10349.69,Normativo,1913.0,279.92068,255.71367,535.63434,Chiapas
911.81097,7863.8467,Normativo,1913.0,31.498699,153.09306,184.59177,Chiapas
3442.7815,7867.5464,Normativo,2192.0,204.55653,271.56931,476.12585,Chiapas
968.75433,8852.2041,Normativo,1913.0,35.392262,305.55728,340.94955,Chiapas
2030.8834,7040.3188,Normativo,956.0,108.01647,243.79485,351.81131,Chiapas
3299.0911,10561.745,Normativo,5479.0,194.73155,69.205109,263.93665,Chiapas
827.29822,6800.7554,Normativo,1913.0,0.0,132.39687,132.39687,Chiapas
1467.3015,10080.926,Normativo,1913.0,69.480957,140.28484,209.76579,Chiapas
1388.9156,12220.739,Normativo,4781.0,64.121246,93.939842,158.0611,Chiapas
6389.6157,12575.305,Normativo,4383.0,472.63702,104.64377,577.28076,Chiapas
2450.5637,8329.4014,Normativo,5638.0,136.71255,36.594654,173.30721,Chiapas
1031.5095,7993.0386,Normativo,2460.0,39.683216,107.92516,147.60838,Chiapas
4711.9868,11026.984,Normativo,2819.0,291.33981,194.47855,485.81836,Chiapas
4318.9941,12191.669,Normativo,1640.0,264.46851,122.63316,387.10168,Chiapas
2449.4587,5366.2861,Normativo,940.0,136.63701,289.70264,426.33966,Chiapas
1652.6885,13706.297,Normativo,5740.0,82.15699,101.76251,183.91949,Chiapas
2182.2078,22327.156,Normativo,2460.0,118.36343,244.44983,362.81326,Chiapas
1469.0881,7631.0298,Normativo,1640.0,69.603127,109.44371,179.04684,Chiapas
2105.0071,13513.768,Normativo,820.0,0.0,403.95892,403.95892,Chiapas
1185.4999,13301.558,Normativo,820.0,50.212471,274.92065,325.13312,Chiapas
4781.8491,10982.912,Normativo,2819.0,296.1167,157.14607,453.26276,Chiapas
4775.7588,15723.414,Normativo,4698.0,0.0,134.17744,134.17744,Chiapas
1179.4651,8852.4873,bisexual,1640.0,49.799839,79.415688,129.21553,Chiapas
2556.4951,10238.27,Normativo,2819.0,143.95575,60.446808,204.40256,Chiapas
1885.057,7015.46,Normativo,1879.0,98.045433,242.15753,340.20297,Chiapas
3360.1785,10271.54,Normativo,4698.0,198.90846,178.76068,377.66913,Chiapas
1508.8782,11482.113,Normativo,2460.0,72.323807,109.9045,182.2283,Chiapas
1185.4873,10525.439,Normativo,3280.0,50.211613,100.81081,151.02243,Chiapas
739.91248,5653.5288,Normativo,1640.0,19.744955,110.06275,129.80771,Chiapas
2340.478,6244.5615,Normativo,2382.0,129.18533,215.54776,344.73309,Chiapas
1308.1058,8045.7837,Normativo,2079.0,58.595783,107.25802,165.85381,Chiapas
1382.7979,9255.6777,Normativo,2079.0,63.702934,96.21579,159.91873,Chiapas
2168.2966,9165.7637,Normativo,4765.0,117.41225,64.841568,182.25381,Chiapas
2613.6985,5345.3193,Normativo,2079.0,147.8671,184.50787,332.37497,Chiapas
1465.7122,9438.1592,Normativo,2079.0,69.372284,183.7419,253.11418,Chiapas
1155.9181,7676.7036,Normativo,2079.0,48.189789,78.06929,126.25908,Chiapas
1021.4087,5446.0303,Normativo,1039.0,38.992561,294.00732,332.99988,Chiapas
1062.3979,7803.1494,Normativo,4158.0,41.795246,88.487778,130.28302,Chiapas
1038.931,10081.418,Normativo,3573.0,40.19067,65.553261,105.74393,Chiapas
1673.8057,11881.605,Normativo,4158.0,83.600899,150.17444,233.77533,Chiapas
3701.6758,9451.2656,Normativo,2382.0,222.2587,148.53928,370.79797,Chiapas
980.5379,7450.7397,Normativo,2079.0,36.197975,145.05075,181.24872,Chiapas
2588.8728,11728.358,Normativo,4765.0,146.1696,147.83168,294.00128,Chiapas
970.50507,5892.4214,Normativo,2079.0,35.511971,114.7134,150.22537,Chiapas
4209.7866,9470.4473,Normativo,3573.0,0.0,155.87456,155.87456,Chiapas
1349.9591,8330.4014,Normativo,2079.0,61.45755,162.17603,223.63358,Chiapas
2404.231,8979.0537,Normativo,7276.0,0.0,50.302391,50.302391,Chiapas
4310.0713,11114.049,Normativo,3573.0,263.8584,151.36201,415.2204,Chiapas
509.47156,6925.9434,Normativo,3060.0,9.9733419,56.946495,66.919838,Chiapas
466.63379,6984.876,Normativo,3060.0,9.134757,32.050915,41.185673,Chiapas
6732.1182,9860.4717,Normativo,3506.0,514.45062,250.15236,764.60297,Chiapas
4798.5938,10982.524,Normativo,1020.0,297.26166,451.9043,749.16595,Chiapas
596.42853,6559.5337,Normativo,2040.0,11.6756,172.07027,183.74586,Chiapas
3844.7913,7567.6953,Normativo,1020.0,232.04437,273.4584,505.50278,Chiapas
1063.9061,7983.9185,Normativo,2040.0,41.898369,118.12131,160.01968,Chiapas
2232.7495,10782.034,Normativo,3060.0,121.81928,122.1773,243.99658,Chiapas
4337.8584,14359.014,Normativo,4675.0,265.75836,134.48228,400.24066,Chiapas
975.60406,10473.559,Normativo,4080.0,35.860619,100.09351,135.95413,Chiapas
1171.3307,7215.9648,Normativo,2040.0,49.243641,117.11676,166.3604,Chiapas
3031.8979,9603.5664,Normativo,4675.0,176.46193,108.62135,285.08328,Chiapas
986.54736,9437.3281,Normativo,5100.0,36.608879,88.251534,124.86041,Chiapas
2656.9419,9829.7852,Normativo,4080.0,150.8239,117.926,268.74991,Chiapas
4563.6704,11456.969,Normativo,3506.0,281.19852,133.04372,414.24225,Chiapas
5240.3003,7209.5352,Normativo,1169.0,332.32562,389.21143,721.53705,Chiapas
1294.2249,9906.583,Normativo,5100.0,57.64666,92.639679,150.28635,Chiapas
1251.8456,7737.3267,Normativo,5100.0,54.748932,39.480316,94.229248,Chiapas
1531.7789,6107.2778,Normativo,2040.0,73.889671,118.89639,192.78606,Chiapas
1219.9431,7384.2832,Normativo,3060.0,52.567566,85.749832,138.3174,Chiapas
854.82117,5676.438,Normativo,2267.0,27.601959,110.50877,138.11072,Chiapas
669.14471,6806.7944,Normativo,3400.0,14.906134,97.393166,112.2993,Chiapas
5624.0322,9278.5527,Normativo,2598.0,379.17261,162.10622,541.27881,Chiapas
3686.417,7894.0215,Normativo,2598.0,221.21538,170.46562,391.681,Chiapas
931.73132,10485.646,Normativo,2267.0,32.860775,75.494408,108.35518,Chiapas
1166.5188,8060.0151,Normativo,2267.0,48.914619,69.738708,118.65333,Chiapas
1103.4159,9644.168,Normativo,5667.0,44.599892,80.143181,124.74307,Chiapas
3191.3027,7816.7261,Normativo,3897.0,187.3614,117.67741,305.03882,Chiapas
1416.9882,9212.2666,Normativo,4534.0,66.040726,90.481987,156.52271,Chiapas
1740.2739,8900.6152,Normativo,2267.0,88.145737,81.973778,170.11951,Chiapas
1754.6932,12245.685,Normativo,5667.0,89.131676,213.1176,302.24927,Chiapas
1862.1473,8250.2139,Normativo,2267.0,96.478966,67.040749,163.51971,Chiapas
5537.1865,8594.9648,Normativo,3897.0,0.0,122.97874,122.97874,Chiapas
1516.2106,9327.4023,Normativo,4534.0,72.825172,117.8912,190.71637,Chiapas
1506.8497,7587.7573,Normativo,3400.0,72.185112,88.11261,160.29773,Chiapas
2579.1394,5939.4858,Normativo,2598.0,145.50407,205.01724,350.5213,Chiapas
3071.6462,7072.2144,Normativo,3897.0,179.17976,101.19079,280.37054,Chiapas
2643.6421,6228.3379,Normativo,2598.0,0.0,214.98767,214.98767,Chiapas
2399.3406,8134.8906,Normativo,5196.0,133.21013,163.13799,296.34811,Chiapas
1856.5516,7552.0757,Normativo,2589.0,0.0,157.11122,157.11122,Chiapas
2171.3699,5197.8301,Normativo,863.0,117.62238,132.48744,250.10983,Chiapas
2576.9951,11757.611,Normativo,1726.0,0.0,147.02037,147.02037,Chiapas
4299.2129,9441.4746,Normativo,1978.0,0.0,194.76657,194.76657,Chiapas
4388.4551,11813.83,Normativo,6922.0,269.21796,79.195602,348.41357,Chiapas
931.09027,5286.9834,Normativo,1726.0,32.816944,182.49449,215.31143,Chiapas
3601.7952,8912.6973,Normativo,2966.0,215.42926,226.10817,441.53741,Chiapas
2398.741,8748.3564,Normativo,5933.0,0.0,106.27501,106.27501,Chiapas
3057.5112,7054.585,Normativo,4944.0,178.21326,105.90829,284.12155,Chiapas
1146.4053,5083.4541,Normativo,1978.0,47.539337,175.46906,223.00839,Chiapas
1686.3462,8592.2891,Normativo,2589.0,0.0,141.79796,141.79796,Chiapas
3473.6182,9904.373,Normativo,3955.0,0.0,112.10692,112.10692,Chiapas
665.36487,7153.7026,Normativo,1726.0,14.647682,56.85598,71.503662,Chiapas
2021.1454,4866.4194,Normativo,1978.0,107.35062,167.97749,275.32813,Chiapas
1813.1292,14707.155,Normativo,2589.0,93.127289,111.17236,204.29965,Chiapas
1538.2354,12394.933,Normativo,4314.0,0.0,107.52129,107.52129,Chiapas
2972.1541,9354.0117,Normativo,4314.0,172.37688,79.823456,252.20033,Chiapas
1165.3663,7826.3652,Normativo,2902.0,48.835819,90.883423,139.71924,Chiapas
1073.5812,7811.0205,Normativo,2902.0,42.55991,71.227692,113.7876,Chiapas
1695.8845,6699.8135,Normativo,3325.0,85.110565,95.862465,180.97302,Chiapas
2592.6758,5994.9199,Normativo,2217.0,146.42964,206.93073,353.36035,Chiapas
1141.8864,6505.1558,Normativo,1935.0,47.23035,96.243141,143.4735,Chiapas
1626.197,8666.1836,Normativo,1935.0,80.345612,77.836433,158.18204,Chiapas
1254.2521,8615.9629,Normativo,1935.0,54.913475,133.0314,187.94489,Chiapas
5503.1665,9236.2041,Normativo,2217.0,364.41702,318.81207,683.22913,Chiapas
1569.3035,9954.1934,Normativo,1935.0,0.0,109.10168,109.10168,Chiapas
1801.4954,6630.2686,Normativo,4836.0,92.33181,71.613289,163.9451,Chiapas
1523.3768,5101.4028,Normativo,1935.0,73.31517,99.313889,172.62906,Chiapas
1487.327,11279.335,Normativo,6771.0,0.0,71.712662,71.712662,Chiapas
658.4173,8250.585,Normativo,2902.0,14.172635,31.408049,45.580685,Chiapas
1366.3773,6804.5879,Normativo,2902.0,62.580158,97.361588,159.94174,Chiapas
5622.6646,9211.543,Normativo,2217.0,379.00565,144.85611,523.86176,Chiapas
1385.5763,8272.4668,Normativo,2156.0,63.892914,161.04805,224.94096,Chiapas
7108.5757,7386.918,Normativo,1235.0,560.40948,398.7876,959.19708,Chiapas
1369.3711,9115.8379,Normativo,2156.0,62.784863,115.45672,178.24158,Chiapas
2568.9663,6188.5903,Normativo,2471.0,0.0,213.61586,213.61586,Chiapas
1144.3242,11438.063,Normativo,3234.0,47.397041,176.42606,223.82309,Chiapas
2266.2263,10496.227,Normativo,2156.0,124.10829,131.24767,255.35596,Chiapas
776.23297,13311.65,Normativo,7546.0,22.228409,41.88699,64.115402,Chiapas
1470.307,13588.365,Normativo,3234.0,0.0,133.593,133.593,Chiapas
2419.5615,13225.989,Normativo,4942.0,0.0,149.59276,149.59276,Chiapas
5025.6162,11239.355,Normativo,3234.0,312.78452,142.05675,454.84125,Chiapas
8529.5986,18327.58,Normativo,2156.0,733.89166,282.9798,1016.8715,Chiapas
5537.792,10013.703,Normativo,3706.0,368.64417,221.55602,590.2002,Chiapas
5451.6924,13200.341,Normativo,3234.0,0.0,391.55435,391.55435,Chiapas
1931.9238,8255.9902,Normativo,1078.0,101.25,242.23102,343.48102,Chiapas
1874.1753,6517.7114,Normativo,1235.0,97.301384,351.86279,449.16418,Chiapas
843.95398,8887.1943,Normativo,2156.0,26.858904,243.05028,269.90918,Chiapas
7640.0796,12619.509,Normativo,3706.0,0.0,247.82556,247.82556,Chiapas
10241.393,12199.807,Normativo,1235.0,1040.9567,658.61426,1699.5709,Chiapas
2939.0464,10668.196,Normativo,2979.0,170.11311,152.64302,322.75613,Chiapas
2872.5105,11604.793,Normativo,4551.0,165.56364,260.06317,425.62683,Chiapas
4602.1973,11209.294,Normativo,2276.0,0.0,181.23409,181.23409,Chiapas
2714.9514,9181.54,Normativo,2979.0,0.0,116.28885,116.28885,Chiapas
3106.5803,9659.6836,bisexual,3414.0,181.56842,70.633827,252.20224,Chiapas
2340.5525,7482.0771,Normativo,4551.0,129.19043,150.04636,279.23679,Chiapas
1952.0137,10144.785,Normativo,1986.0,102.62366,350.17447,452.79813,Chiapas
619.92273,11751.589,Normativo,3972.0,0.0,54.954121,54.954121,Chiapas
1461.7207,7254.8379,Normativo,4551.0,69.099365,145.4893,214.58867,Chiapas
2297.8831,8559.6133,Normativo,2979.0,0.0,122.47286,122.47286,Chiapas
2541.1963,13735.888,Normativo,6827.0,0.0,80.156029,80.156029,Chiapas
1347.1683,8498.6328,Normativo,3414.0,61.266727,215.60347,276.87021,Chiapas
1587.9817,9541.3955,Normativo,993.0,0.0,285.21518,285.21518,Chiapas
3283.4832,7263.6943,Normativo,2276.0,0.0,250.72586,250.72586,Chiapas
2928.3171,11727.345,Normativo,4551.0,0.0,152.37267,152.37267,Chiapas
1119.6683,10850.247,Normativo,2979.0,0.0,68.468361,68.468361,Chiapas
1749.4006,9394.1973,Normativo,2148.0,88.769783,182.88579,271.65558,Chiapas
1610.9723,9270.873,Normativo,1074.0,79.304604,267.50089,346.80548,Chiapas
7824.2563,11803.307,Normativo,2462.0,647.78168,300.14554,947.92725,Chiapas
1279.049,11225.44,Normativo,3222.0,56.60899,93.004402,149.61339,Chiapas
2994.334,5970.6709,Normativo,1074.0,173.89345,322.33057,496.224,Chiapas
2148.7869,10854.139,Normativo,3222.0,116.07825,109.07123,225.14948,Chiapas
1522.0195,10354.473,Normativo,4296.0,73.222359,117.11446,190.33682,Chiapas
1214.4406,11534.317,Normativo,2148.0,52.191322,122.62421,174.81554,Chiapas
4830.8179,10862.561,Normativo,4923.0,299.465,170.62027,470.08527,Chiapas
1706.1233,10651.943,Normativo,2148.0,85.810646,113.24344,199.05408,Chiapas
2856.8735,10281.275,Normativo,3692.0,164.49445,246.13792,410.63239,Chiapas
4709.873,12303.187,Normativo,6154.0,291.19528,163.23306,454.42834,Chiapas
3148.6724,9932.6133,Normativo,3692.0,184.4465,120.79653,305.24304,Chiapas
5059.5674,9888.5811,Normativo,2462.0,315.10599,243.98619,559.09216,Chiapas
5409.3774,10027.249,Normativo,2462.0,352.96701,219.51628,572.48328,Chiapas
1336.6569,14413.047,Normativo,6444.0,60.547993,100.21628,160.76427,Chiapas
1561.4392,9827.5098,Normativo,3222.0,75.917725,140.61435,216.53207,Chiapas
3228.095,9304.7002,Normativo,2148.0,189.87711,111.84708,301.72418,Chiapas
1850.2639,7670.0161,Normativo,2312.0,95.666412,264.75116,360.41757,Chiapas
1338.709,6522.5391,Normativo,1156.0,60.688309,352.12354,412.81183,Chiapas
1865.3292,14728.176,Normativo,7062.0,96.696526,99.521133,196.21765,Chiapas
1142.0066,12360.762,Normativo,3027.0,47.238571,176.86057,224.09914,Chiapas
4818.0522,7470.2114,Normativo,1156.0,298.5921,403.28418,701.87628,Chiapas
5023.4282,11479.536,Normativo,3468.0,312.63492,99.779617,412.41455,Chiapas
7886.8228,10982.472,Normativo,2312.0,655.41992,259.58649,915.00641,Chiapas
8392.4785,12759.634,gay,2312.0,717.15167,248.40411,965.55579,Chiapas
4671.104,10769.813,Normativo,2312.0,288.5444,229.71751,518.2619,Chiapas
6793.8774,10917.579,Normativo,2312.0,521.99036,369.98907,891.97943,Chiapas
2029.1737,10126.314,Normativo,1009.0,107.89957,254.03149,361.93106,Chiapas
3372.3274,13609.863,Normativo,4625.0,199.73915,113.1214,312.86053,Chiapas
1223.5443,7751.2188,Normativo,2018.0,52.813801,150.90051,203.71431,Chiapas
3533.4668,13892.924,Normativo,2312.0,210.75723,181.84956,392.60681,Chiapas
5687.1362,9870.5098,bisexual,3468.0,386.87653,141.22958,528.10608,Chiapas
2875.8926,14714.685,Normativo,4625.0,165.79489,176.5293,342.32419,Chiapas
1150.2567,7813.3687,Normativo,2018.0,47.802681,152.11035,199.91302,Chiapas
3410.157,7633.5674,Normativo,1009.0,202.32579,412.10303,614.42883,Chiapas
2433.511,12078.129,Normativo,3027.0,0.0,172.81668,172.81668,Chiapas
1200.8108,7943.4487,Normativo,1846.0,51.259373,154.64276,205.90213,Chiapas
842.21155,5080.7637,Normativo,1846.0,26.739763,175.37601,202.11577,Chiapas
1978.5128,10323.092,Normativo,923.0,104.43557,251.48865,355.92422,Chiapas
1529.865,9689.1943,Normativo,1846.0,73.758804,188.62885,262.38763,Chiapas
4234.9146,7644.96,Normativo,2115.0,258.71945,263.88635,522.60583,Chiapas
3137.1472,9408.8545,Normativo,2115.0,183.65846,324.77197,508.43042,Chiapas
1778.4161,8866.207,Normativo,3172.0,90.753754,224.92831,315.68207,Chiapas
2797.2222,8321.4365,Normativo,923.0,160.41571,449.23828,609.65399,Chiapas
1383.1414,6237.8784,Normativo,1846.0,63.726421,121.43881,185.16524,Chiapas
933.47321,6555.6909,Normativo,1846.0,32.979877,226.28714,259.26703,Chiapas
4418.1279,11271.683,Normativo,2115.0,271.24689,238.44388,509.69077,Chiapas
3727.7537,12595.942,Normativo,5287.0,224.04181,117.7887,341.83051,Chiapas
1948.922,6890.7822,Normativo,2115.0,102.41227,237.85385,340.26611,Chiapas
8256.4854,20790.223,Normativo,5287.0,700.54932,242.88531,943.43463,Chiapas
1865.912,10599.348,Normativo,1846.0,96.736366,163.65521,260.39157,Chiapas
1739.7266,11027.749,Normativo,1846.0,88.108307,178.98277,267.09106,Chiapas
1293.9784,11361.209,Normativo,1846.0,57.629807,116.86648,174.49628,Chiapas
1298.8422,8133.9199,Normativo,3172.0,57.962376,116.38192,174.3443,Chiapas
5654.623,15097.481,Normativo,3172.0,382.90723,277.79376,660.70099,Chiapas
13284.357,18873.137,Normativo,1677.0,0.0,275.07529,275.07529,Chihuahua
7605.7231,15508.398,Normativo,1602.0,621.10254,301.91687,923.01941,Chihuahua
4034.5029,20007.73,Normativo,2402.0,245.01613,379.65936,624.67548,Chihuahua
6210.3638,12954.174,Normativo,1602.0,450.75348,185.78789,636.54138,Chihuahua
9961.917,19809.674,Normativo,1586.0,985.31079,683.78357,1669.0944,Chihuahua
2602.8813,33536.848,Normativo,3173.0,147.12744,346.61453,493.74197,Chihuahua
3053.7925,29435.914,Normativo,1586.0,177.959,334.17679,512.1358,Chihuahua
1153.0796,23357.646,Normativo,2492.0,0.0,204.10628,204.10628,Chihuahua
1356.0758,8760.4414,Normativo,1515.0,61.875786,170.54814,232.42392,Chihuahua
4900.1006,13952.509,Normativo,2272.0,0.0,308.703,308.703,Chihuahua
620.72565,20525.543,Normativo,3966.0,12.151237,161.16156,173.31279,Chihuahua
6475.8066,13623.778,Normativo,1515.0,0.0,470.26105,470.26105,Chihuahua
1154.9413,8222.2988,Normativo,1515.0,48.122993,160.0715,208.19449,Chihuahua
6674.9292,14532.597,Normativo,1732.0,507.46884,369.54865,877.01746,Chihuahua
5879.8193,19495.395,Normativo,1732.0,410.39978,230.86983,641.26959,Chihuahua
7997.5332,14797.716,Normativo,1732.0,668.93579,510.78278,1179.7185,Chihuahua
17036.77,24109.582,Normativo,1814.0,2794.8779,527.80707,3322.6851,Chihuahua
6876.3042,14665.666,Normativo,1732.0,532.05322,198.1974,730.25061,Chihuahua
6186.6821,14194.275,Normativo,2364.0,0.0,314.05209,314.05209,Chihuahua
9604.4053,14883.168,Normativo,788.0,917.21332,803.47754,1720.6909,Chihuahua
2274.4558,22498.814,Normativo,2364.0,124.671,270.44687,395.11786,Chihuahua
16335.874,23830.225,Normativo,1838.0,2604.5024,822.56409,3427.0664,Chihuahua
2755.1682,26806.314,Normativo,2757.0,157.54024,234.24164,391.78186,Chihuahua
1168.7303,28116.135,bisexual,1755.0,49.065838,252.22984,301.29568,Chihuahua
2186.9768,21083.693,Normativo,1755.0,118.68953,311.93115,430.62067,Chihuahua
4238.9473,30521.629,Normativo,2503.0,258.99521,345.85782,604.85303,Chihuahua
7320.6392,37052.676,Normativo,1747.0,586.29877,1278.9722,1865.271,Chihuahua
6118.1426,17555.32,Normativo,1747.0,439.49487,605.96826,1045.4631,Chihuahua
1306.6915,12148.711,Normativo,834.0,58.499081,655.85645,714.35553,Chihuahua
3725.9277,19583.342,Normativo,1679.0,223.91695,825.30737,1049.2244,Chihuahua
817.37695,19880.504,Normativo,1679.0,0.0,143.68106,143.68106,Chihuahua
2622.2756,37634.539,Normativo,3357.0,148.45355,451.49481,599.94836,Chihuahua
10566.104,22168.072,Normativo,2518.0,1111.8488,245.26578,1357.1145,Chihuahua
11156.535,15555.008,Normativo,2637.0,1240.7539,425.40378,1666.1577,Chihuahua
13702.702,23611.068,Normativo,1811.0,1889.2869,421.3746,2310.6614,Chihuahua
9713.6592,10058.487,Normativo,905.0,938.02356,543.01367,1481.0372,Chihuahua
5999.4189,22943.408,Normativo,3059.0,425.00079,275.4649,700.4657,Chihuahua
8495.2744,8757.9072,Normativo,1068.0,729.70129,472.80176,1202.5031,Chihuahua
8034.2705,14917.271,Normativo,1068.0,673.42072,805.31836,1478.739,Chihuahua
7307.6396,10788.668,Normativo,1020.0,0.0,322.49924,322.49924,Chihuahua
1566.9783,7173.1299,Normativo,2039.0,76.296463,188.16623,264.46271,Chihuahua
2262.2251,9477.8447,Normativo,854.0,123.83471,511.66797,635.50269,Chihuahua
